desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,snow_mountain,snow_mountain,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,volcano,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain
desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,snow_mountain,snow_mountain,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,volcano,volcano,volcano,plain,cave_0,cave_1,plain,plain,water,water,plain,plain,plain,plain,plain,plain,plain
desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,snow_mountain,snow_mountain,snow_mountain,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,plain,plain,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,volcano,volcano,volcano,volcano,volcano,cave_2,cave_3,plain,plain,plain,water,plain,plain,plain,plain,plain,plain,plain
desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,snow_mountain,snow_mountain,snow_mountain,snow_mountain,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,plain,plain,plain,plain,water,water,plain,plain,plain,plain,plain,plain
desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,plain,plain,plain,water,water,water,plain,plain,plain,plain,plain
desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,snow_mountain,snow_mountain,snow_mountain,snow_mountain,plain,plain,plain,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,plain,plain,plain,plain,water,water,plain,plain,plain,plain,plain
desert,desert,desert,desert,desert,desert,desert,desert,desert,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,plain,不夜城_0,不夜城_1,glacier,plain,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,tundra,tundra,tundra,tundra,tundra,tundra,water,tundra,tundra,plain,mountain,mountain,tundra,tundra,tundra,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,plain,plain,plain,plain,water,water,water,plain,plain,plain,plain
desert,desert,desert,desert,desert,desert,desert,desert,desert,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,不夜城_2,不夜城_3,plain,plain,glacier,plain,plain,plain,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,plain,tundra,tundra,plain,plain,water,water,water,tundra,plain,mountain,mountain,mountain,plain,tundra,tundra,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,plain,plain,plain,plain,plain,plain,water,sea,plain,plain,plain,plain
desert,desert,desert,desert,desert,desert,desert,desert,snow_mountain,snow_mountain,揽月城_0,揽月城_1,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,plain,plain,plain,plain,plain,plain,plain,plain,glacier,glacier,glacier,glacier,妙化宗_0,妙化宗_1,plain,plain,plain,plain,water,water,plain,plain,mountain,mountain,mountain,mountain,mountain,天行健宗_0,天行健宗_1,plain,plain,plain,volcano,volcano,volcano,volcano,volcano,volcano,plain,plain,冥王宗_0,冥王宗_1,plain,plain,sea,sea,sea,镇魂宗_0,镇魂宗_1,sea,sea
desert,desert,desert,desert,desert,desert,desert,desert,snow_mountain,snow_mountain,揽月城_2,揽月城_3,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain,妙化宗_2,妙化宗_3,plain,plain,plain,water,water,plain,plain,plain,mountain,mountain,mountain,mountain,mountain,天行健宗_2,天行健宗_3,plain,plain,plain,water,water,volcano,volcano,volcano,plain,plain,plain,冥王宗_2,冥王宗_3,plain,sea,sea,sea,sea,镇魂宗_2,镇魂宗_3,sea,sea
desert,desert,desert,desert,desert,desert,desert,gobi,gobi,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,plain,plain,plain,plain,plain,plain,plain,plain,plain,water,water,water,water,plain,plain,plain,plain,plain,mountain,mountain,mountain,mountain,mountain,plain,plain,plain,plain,plain,water,water,water,plain,plain,water,water,water,water,sea,sea,sea,sea,sea,sea,sea,sea,sea
desert,desert,desert,desert,desert,desert,desert,gobi,gobi,gobi,gobi,gobi,gobi,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,plain,plain,plain,plain,plain,plain,plain,plain,water,water,water,plain,bamboo,bamboo,bamboo,bamboo,bamboo,plain,plain,mountain,mountain,mountain,mountain,mountain,plain,plain,plain,plain,plain,plain,water,water,water,water,water,water,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea
desert,desert,desert,desert,desert,desert,desert,gobi,gobi,gobi,gobi,gobi,gobi,plain,plain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,water,water,water,water,water,water,water,water,plain,water,water,plain,plain,plain,bamboo,bamboo,bamboo,bamboo,bamboo,bamboo,plain,mountain,mountain,mountain,mountain,mountain,mountain,plain,plain,plain,plain,plain,plain,plain,plain,water,water,water,sea,island,sea,sea,sea,sea,sea,sea,sea,sea,sea
desert,desert,desert,desert,desert,desert,desert,gobi,gobi,desert,gobi,gobi,gobi,plain,plain,plain,plain,plain,snow_mountain,snow_mountain,plain,water,water,water,water,water,water,water,water,water,water,plain,plain,plain,plain,bamboo,bamboo,bamboo,bamboo,bamboo,bamboo,plain,mountain,mountain,mountain,mountain,mountain,mountain,plain,plain,farm,farm,farm,farm,farm,farm,farm,water,water,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea
